seq_name,_PolarizabilityC1,_PolarizabilityC2,_PolarizabilityC3,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeC1,_ChargeC2,_ChargeC3,_PolarityC1,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_HydrophobicityC3,_PolarizabilityT12,_PolarizabilityT13,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SolventAccessibilityT23,_SecondaryStrT12,_SecondaryStrT13,_SecondaryStrT23,_ChargeT12,_ChargeT13,_ChargeT23,_PolarityT12,_PolarityT13,_PolarityT23,_NormalizedVDWVT12,_NormalizedVDWVT13,_NormalizedVDWVT23,_HydrophobicityT12,_HydrophobicityT13,_HydrophobicityT23,_PolarizabilityD1001,_PolarizabilityD1025,_PolarizabilityD1050,_PolarizabilityD1075,_PolarizabilityD1100,_PolarizabilityD2001,_PolarizabilityD2025,_PolarizabilityD2050,_PolarizabilityD2075,_PolarizabilityD2100,_PolarizabilityD3001,_PolarizabilityD3025,_PolarizabilityD3050,_PolarizabilityD3075,_PolarizabilityD3100,_SolventAccessibilityD1001,_SolventAccessibilityD1025,_SolventAccessibilityD1050,_SolventAccessibilityD1075,_SolventAccessibilityD1100,_SolventAccessibilityD2001,_SolventAccessibilityD2025,_SolventAccessibilityD2050,_SolventAccessibilityD2075,_SolventAccessibilityD2100,_SolventAccessibilityD3001,_SolventAccessibilityD3025,_SolventAccessibilityD3050,_SolventAccessibilityD3075,_SolventAccessibilityD3100,_SecondaryStrD1001,_SecondaryStrD1025,_SecondaryStrD1050,_SecondaryStrD1075,_SecondaryStrD1100,_SecondaryStrD2001,_SecondaryStrD2025,_SecondaryStrD2050,_SecondaryStrD2075,_SecondaryStrD2100,_SecondaryStrD3001,_SecondaryStrD3025,_SecondaryStrD3050,_SecondaryStrD3075,_SecondaryStrD3100,_ChargeD1001,_ChargeD1025,_ChargeD1050,_ChargeD1075,_ChargeD1100,_ChargeD2001,_ChargeD2025,_ChargeD2050,_ChargeD2075,_ChargeD2100,_ChargeD3001,_ChargeD3025,_ChargeD3050,_ChargeD3075,_ChargeD3100,_PolarityD1001,_PolarityD1025,_PolarityD1050,_PolarityD1075,_PolarityD1100,_PolarityD2001,_PolarityD2025,_PolarityD2050,_PolarityD2075,_PolarityD2100,_PolarityD3001,_PolarityD3025,_PolarityD3050,_PolarityD3075,_PolarityD3100,_NormalizedVDWVD1001,_NormalizedVDWVD1025,_NormalizedVDWVD1050,_NormalizedVDWVD1075,_NormalizedVDWVD1100,_NormalizedVDWVD2001,_NormalizedVDWVD2025,_NormalizedVDWVD2050,_NormalizedVDWVD2075,_NormalizedVDWVD2100,_NormalizedVDWVD3001,_NormalizedVDWVD3025,_NormalizedVDWVD3050,_NormalizedVDWVD3075,_NormalizedVDWVD3100,_HydrophobicityD1001,_HydrophobicityD1025,_HydrophobicityD1050,_HydrophobicityD1075,_HydrophobicityD1100,_HydrophobicityD2001,_HydrophobicityD2025,_HydrophobicityD2050,_HydrophobicityD2075,_HydrophobicityD2100,_HydrophobicityD3001,_HydrophobicityD3025,_HydrophobicityD3050,_HydrophobicityD3075,_HydrophobicityD3100,druggable
Positive_69,0.324,0.433,0.243,0.472,0.306,0.222,0.44,0.299,0.262,0.106,0.771,0.123,0.368,0.301,0.331,0.384,0.373,0.243,0.306,0.361,0.333,0.306,0.158,0.181,0.318,0.188,0.137,0.285,0.223,0.176,0.172,0.023,0.19,0.246,0.278,0.209,0.304,0.188,0.151,0.227,0.227,0.262,0.463,21.065,46.528,65.741,99.074,1.157,26.852,53.241,74.769,98.843,0.231,23.843,51.157,79.398,100.0,1.157,23.38,50.231,71.759,98.38,0.694,28.009,53.935,75.463,99.769,0.231,22.685,42.824,81.944,100.0,0.231,20.833,49.537,77.315,99.769,1.62,26.389,50.463,70.37,100.0,0.463,28.704,46.759,74.074,99.074,0.926,21.759,49.537,76.62,99.769,0.231,24.537,49.769,74.769,100.0,0.694,25.0,48.148,70.139,99.074,0.231,25.926,50.231,74.306,100.0,0.463,20.602,44.907,65.741,98.843,0.694,28.009,55.093,76.157,99.769,0.463,21.528,46.759,68.056,99.074,1.157,27.315,53.241,73.843,96.528,0.231,23.843,51.157,79.398,100.0,0.694,28.009,53.935,75.463,99.769,0.463,21.528,45.833,74.769,100.0,0.231,26.157,50.463,73.843,98.38,1
Positive_70,0.319,0.435,0.246,0.406,0.329,0.266,0.389,0.3,0.312,0.119,0.758,0.123,0.335,0.313,0.352,0.404,0.349,0.246,0.329,0.38,0.292,0.278,0.152,0.224,0.256,0.249,0.159,0.216,0.227,0.195,0.164,0.03,0.177,0.219,0.227,0.203,0.279,0.203,0.173,0.236,0.178,0.233,0.262,22.644,42.932,69.634,99.738,0.524,26.309,53.01,77.225,100.0,0.131,26.44,54.058,75.262,99.869,0.262,24.476,51.047,75.654,100.0,0.524,29.843,54.843,77.618,99.476,0.131,18.848,41.623,67.67,98.168,0.131,28.141,54.319,77.225,100.0,1.309,23.691,50.131,74.869,99.869,0.262,21.99,44.895,70.681,99.738,4.188,26.571,58.246,81.021,98.822,0.131,22.513,47.513,73.298,100.0,5.236,31.806,54.974,74.738,99.476,0.131,25.524,52.487,75.0,100.0,0.262,20.026,39.791,70.157,99.738,0.524,29.974,54.974,76.832,99.476,0.262,21.204,42.801,71.073,99.738,0.524,30.105,54.581,76.178,100.0,0.131,26.44,54.058,75.262,99.869,0.524,29.843,54.843,77.618,99.476,0.262,20.419,41.361,70.026,99.738,0.131,26.832,53.01,75.785,100.0,1
Positive_71,0.322,0.403,0.274,0.395,0.361,0.244,0.463,0.244,0.294,0.157,0.708,0.135,0.316,0.305,0.38,0.38,0.346,0.274,0.361,0.355,0.284,0.258,0.161,0.226,0.308,0.202,0.162,0.23,0.274,0.152,0.225,0.041,0.192,0.177,0.268,0.224,0.257,0.195,0.192,0.237,0.233,0.19,0.197,23.964,49.014,75.542,99.803,0.296,26.923,51.282,75.444,99.901,0.099,20.611,49.112,72.682,100.0,0.197,26.134,49.606,76.036,100.0,0.296,22.584,47.732,71.598,99.606,0.099,29.487,53.353,77.416,99.803,0.099,23.373,47.732,70.907,99.901,0.888,27.909,54.438,78.994,100.0,0.394,24.655,52.17,76.923,99.803,0.69,20.611,42.801,66.469,99.606,0.099,27.318,52.268,76.529,100.0,0.296,21.499,46.45,71.598,97.929,0.099,27.515,54.931,76.726,100.0,0.197,27.12,48.225,73.964,99.803,0.296,22.584,48.422,72.485,99.606,0.197,23.964,47.535,74.556,99.803,0.296,27.515,53.748,75.838,99.901,0.099,20.611,49.112,72.682,100.0,0.296,22.584,47.732,71.598,99.606,0.197,27.416,50.789,77.12,99.803,0.099,26.331,51.972,75.838,100.0,1
Positive_72,0.454,0.361,0.185,0.522,0.248,0.23,0.418,0.272,0.31,0.081,0.812,0.107,0.304,0.436,0.26,0.516,0.299,0.185,0.248,0.466,0.287,0.332,0.15,0.147,0.257,0.189,0.126,0.204,0.266,0.168,0.135,0.009,0.183,0.246,0.171,0.219,0.302,0.192,0.105,0.225,0.159,0.234,0.597,23.582,44.179,71.045,100.0,0.896,27.164,54.925,79.104,99.403,0.299,20.896,49.254,71.343,99.701,1.194,29.851,50.149,73.731,100.0,0.896,20.0,57.313,74.925,99.701,0.299,18.806,42.985,72.239,99.403,0.299,23.881,51.343,79.403,99.701,0.597,19.701,46.567,67.761,98.507,2.388,27.164,50.746,74.328,100.0,3.284,15.522,48.06,71.642,99.701,0.299,26.866,49.851,76.119,100.0,0.896,17.313,47.761,70.448,93.134,0.299,26.269,49.552,75.821,99.104,0.597,24.179,45.672,71.94,100.0,0.896,20.0,57.313,75.522,99.701,0.597,24.179,45.97,71.045,100.0,0.896,25.97,54.925,79.701,98.507,0.299,20.896,49.254,71.343,99.701,0.896,20.0,57.313,74.925,99.701,0.597,24.179,45.672,73.134,100.0,0.299,28.06,49.851,75.821,99.104,1
Positive_73,0.305,0.459,0.236,0.434,0.32,0.246,0.446,0.264,0.29,0.11,0.77,0.12,0.356,0.291,0.353,0.375,0.39,0.236,0.32,0.351,0.329,0.271,0.146,0.212,0.281,0.213,0.153,0.232,0.249,0.174,0.159,0.028,0.176,0.202,0.265,0.197,0.285,0.181,0.177,0.214,0.219,0.225,0.14,26.503,49.371,76.503,99.93,0.21,26.014,51.888,74.825,99.86,0.07,21.189,48.042,73.217,100.0,0.21,26.783,49.231,75.035,99.86,0.35,21.259,46.573,72.448,100.0,0.07,28.182,53.357,77.552,99.93,0.07,23.566,47.273,74.056,100.0,0.14,23.497,52.028,74.755,99.86,0.559,26.643,52.098,75.944,99.93,0.35,20.629,45.524,70.559,100.0,0.07,26.713,51.469,75.594,99.93,0.49,18.112,45.245,75.175,98.531,0.07,25.385,52.657,75.804,99.86,0.14,27.133,51.189,76.713,99.93,0.35,22.378,46.573,72.587,100.0,0.14,28.182,51.189,76.643,99.93,0.21,24.406,49.79,74.545,99.86,0.07,21.189,48.042,73.217,100.0,0.35,21.259,46.573,72.448,100.0,0.14,27.273,50.909,76.364,99.93,0.07,25.385,52.867,75.874,99.86,1
Positive_74,0.304,0.493,0.203,0.464,0.362,0.174,0.377,0.319,0.304,0.087,0.71,0.203,0.377,0.261,0.362,0.348,0.449,0.203,0.362,0.283,0.355,0.277,0.161,0.109,0.343,0.175,0.124,0.219,0.197,0.255,0.117,0.029,0.277,0.197,0.27,0.197,0.27,0.168,0.102,0.197,0.27,0.182,5.072,19.565,42.029,65.942,98.551,2.174,28.261,47.101,81.159,100.0,0.725,15.217,58.696,70.29,97.101,2.174,25.362,50.0,76.087,100.0,1.449,26.812,51.449,75.362,99.275,0.725,10.87,46.377,63.768,87.681,0.725,30.435,48.551,73.913,98.551,2.174,23.188,50.725,78.261,100.0,5.072,24.638,46.377,67.391,99.275,1.449,15.217,57.971,70.29,97.101,0.725,23.188,49.275,75.362,100.0,9.42,30.435,47.101,73.188,94.203,0.725,25.362,47.826,74.638,100.0,5.072,18.841,49.275,65.942,98.551,1.449,26.812,51.449,75.362,99.275,5.072,23.188,49.275,71.014,98.551,2.174,25.362,44.928,79.71,100.0,0.725,15.217,58.696,70.29,97.101,1.449,26.812,51.449,75.362,99.275,3.623,15.942,49.275,65.942,98.551,0.725,25.362,44.203,71.739,100.0,1
Positive_75,0.353,0.434,0.214,0.505,0.253,0.242,0.418,0.313,0.269,0.077,0.83,0.092,0.386,0.351,0.263,0.398,0.389,0.214,0.253,0.387,0.36,0.293,0.154,0.182,0.246,0.235,0.103,0.26,0.219,0.188,0.123,0.02,0.146,0.281,0.188,0.166,0.303,0.174,0.162,0.179,0.17,0.289,0.667,23.546,50.334,75.119,99.809,0.191,22.402,45.949,72.736,99.714,0.095,31.84,54.528,76.358,100.0,0.381,27.455,48.713,75.691,99.714,0.286,22.593,53.194,71.211,99.809,0.095,22.212,50.143,76.835,100.0,0.095,26.025,51.096,75.5,100.0,0.381,25.262,47.188,73.594,99.714,0.191,21.64,50.715,75.119,99.809,0.763,29.743,56.149,74.166,98.761,0.095,23.928,48.427,75.31,100.0,0.667,25.643,55.767,72.831,99.809,0.095,27.55,48.904,76.168,99.714,0.191,23.546,48.427,76.263,99.619,0.286,23.356,54.051,72.545,100.0,0.191,23.165,48.999,75.119,99.809,0.286,22.879,45.949,72.45,99.714,0.095,31.84,54.528,76.358,100.0,0.286,22.593,53.194,71.211,99.809,0.191,25.834,50.238,76.454,100.0,0.095,26.787,47.378,76.168,99.714,1
Positive_76,0.258,0.469,0.273,0.455,0.316,0.23,0.488,0.301,0.211,0.115,0.77,0.115,0.392,0.273,0.335,0.325,0.402,0.273,0.316,0.34,0.344,0.231,0.135,0.284,0.332,0.202,0.149,0.288,0.178,0.149,0.183,0.029,0.173,0.188,0.312,0.188,0.245,0.168,0.25,0.221,0.26,0.192,0.957,22.488,43.541,72.249,97.129,1.435,21.531,50.239,77.512,100.0,0.478,31.579,51.196,73.206,99.522,0.957,21.531,46.411,71.77,100.0,2.871,31.579,55.502,77.99,99.522,0.478,19.139,43.541,75.12,99.043,0.478,27.273,50.239,73.684,99.522,8.612,26.794,51.196,81.818,100.0,5.263,18.66,39.234,60.766,98.565,4.785,31.579,48.804,69.856,99.522,0.478,23.445,49.282,73.684,100.0,2.871,22.967,54.067,82.775,97.608,0.478,25.359,50.718,77.033,100.0,0.957,18.66,39.713,67.464,97.129,2.871,30.144,55.502,76.555,99.522,0.957,18.66,41.148,71.77,97.129,1.435,28.23,52.153,81.34,100.0,0.478,31.579,51.196,73.206,99.522,2.871,31.579,55.502,77.99,99.522,0.957,19.139,43.062,73.206,99.043,0.478,21.531,48.325,72.727,100.0,1
Positive_77,0.349,0.441,0.21,0.465,0.302,0.233,0.51,0.221,0.27,0.096,0.792,0.111,0.317,0.349,0.334,0.405,0.385,0.21,0.302,0.39,0.308,0.333,0.122,0.221,0.26,0.221,0.15,0.24,0.27,0.133,0.146,0.024,0.17,0.255,0.227,0.208,0.341,0.152,0.191,0.212,0.197,0.273,0.642,20.985,48.822,71.092,99.786,0.428,27.409,51.606,74.304,98.501,0.214,24.197,47.323,78.587,100.0,0.857,27.409,53.747,75.161,99.786,0.428,22.056,42.827,76.017,100.0,0.214,22.698,46.681,70.236,99.143,0.214,23.555,47.752,76.66,100.0,0.642,30.621,52.677,72.805,98.501,0.428,23.983,50.321,73.662,99.786,1.071,15.846,39.186,77.516,100.0,0.214,25.91,50.749,74.518,99.786,1.499,18.415,44.754,73.662,97.859,0.214,30.621,54.176,77.088,99.143,0.642,23.769,49.893,70.236,99.786,0.428,22.484,44.968,76.445,100.0,0.642,23.769,50.107,70.664,99.786,0.428,25.268,48.608,76.445,98.501,0.214,24.197,47.323,78.587,100.0,0.428,22.056,42.827,76.017,100.0,0.642,24.625,49.893,71.092,99.786,0.214,28.694,54.176,76.66,99.143,1
Positive_78,0.34,0.418,0.242,0.43,0.351,0.219,0.451,0.271,0.278,0.134,0.716,0.149,0.314,0.314,0.371,0.379,0.379,0.242,0.351,0.363,0.286,0.295,0.171,0.171,0.287,0.183,0.147,0.235,0.258,0.16,0.183,0.039,0.22,0.225,0.24,0.199,0.313,0.189,0.152,0.22,0.214,0.217,1.289,22.938,48.196,72.938,99.227,1.031,27.835,50.773,77.32,99.742,0.258,22.68,46.649,73.711,100.0,1.031,26.546,51.546,71.392,97.68,0.515,24.742,48.454,72.423,99.742,0.258,20.876,48.969,81.186,100.0,0.258,25.0,47.165,76.031,99.485,0.773,26.804,53.351,74.227,100.0,1.804,22.165,49.742,72.938,99.742,0.515,24.742,38.144,69.072,99.485,0.258,25.0,51.546,75.773,100.0,2.062,24.227,50.258,72.423,98.711,0.258,29.124,53.351,75.773,100.0,1.289,18.814,48.969,76.289,99.227,0.515,24.485,47.165,72.423,99.742,1.289,22.165,48.196,75.258,99.227,1.031,29.381,50.258,74.742,99.742,0.258,22.68,46.649,73.711,100.0,0.515,24.742,48.454,72.423,99.742,0.773,20.876,48.969,76.546,100.0,0.258,26.546,51.546,75.0,97.423,1
Positive_79,0.444,0.369,0.187,0.437,0.263,0.3,0.372,0.277,0.351,0.087,0.819,0.094,0.264,0.457,0.278,0.521,0.292,0.187,0.263,0.507,0.23,0.347,0.176,0.115,0.249,0.283,0.149,0.19,0.265,0.187,0.141,0.012,0.161,0.268,0.155,0.262,0.308,0.2,0.091,0.272,0.125,0.254,0.309,25.193,48.995,75.425,99.691,0.618,22.875,51.777,72.488,99.845,0.155,24.575,46.832,76.816,100.0,0.464,23.957,49.15,73.107,99.691,0.618,25.193,48.841,78.516,100.0,0.155,25.039,52.241,74.189,98.145,0.155,23.648,50.541,77.898,100.0,0.309,27.202,53.632,75.425,99.382,0.618,24.266,47.295,70.479,99.691,1.236,23.493,44.049,75.27,100.0,0.155,24.73,50.696,73.725,99.845,7.419,25.657,46.986,79.907,99.536,0.155,26.121,51.468,72.798,99.382,0.309,24.111,49.614,73.57,99.691,0.618,25.966,48.068,79.598,100.0,0.309,24.42,48.995,73.416,99.691,0.618,26.121,53.168,76.043,99.845,0.155,24.575,46.832,76.816,100.0,0.618,25.193,48.841,78.516,100.0,0.309,24.266,49.304,74.189,99.691,0.155,26.275,51.468,72.179,99.382,1
Positive_80,0.273,0.445,0.282,0.423,0.35,0.227,0.414,0.323,0.264,0.145,0.705,0.15,0.377,0.259,0.364,0.332,0.386,0.282,0.35,0.309,0.341,0.215,0.151,0.306,0.274,0.247,0.142,0.265,0.21,0.146,0.205,0.082,0.192,0.187,0.256,0.187,0.224,0.169,0.288,0.201,0.215,0.237,1.818,34.545,57.727,72.727,99.545,0.909,21.818,46.364,74.091,99.091,0.455,22.273,45.455,78.182,100.0,2.273,23.636,50.909,77.273,99.545,0.909,23.182,44.545,69.091,100.0,0.455,28.636,48.636,72.727,97.273,0.455,19.545,48.182,75.909,100.0,1.818,21.818,49.091,77.727,99.091,5.0,34.091,55.0,71.818,99.545,1.364,19.545,50.0,84.545,100.0,0.455,26.818,50.455,75.455,99.545,0.909,14.091,39.091,61.818,96.364,0.455,17.727,45.909,77.273,99.091,1.818,34.545,58.636,74.091,99.545,0.909,24.545,45.455,69.091,100.0,1.818,34.091,56.364,72.727,99.545,0.909,20.909,44.545,70.0,99.091,0.455,22.273,45.455,78.182,100.0,0.909,23.182,44.545,69.091,100.0,1.818,32.273,55.455,74.091,99.545,0.455,17.727,46.364,77.273,99.091,1
Positive_81,0.336,0.375,0.289,0.383,0.344,0.273,0.398,0.336,0.266,0.117,0.758,0.125,0.328,0.305,0.367,0.344,0.367,0.289,0.344,0.359,0.297,0.244,0.22,0.213,0.291,0.173,0.197,0.252,0.173,0.189,0.181,0.039,0.197,0.236,0.291,0.213,0.252,0.228,0.205,0.244,0.244,0.22,1.562,25.0,47.656,69.531,100.0,6.25,26.562,55.469,78.125,99.219,0.781,14.844,42.188,63.281,98.438,1.562,25.0,52.344,74.219,100.0,4.688,23.438,40.625,70.312,98.438,0.781,20.312,46.875,75.0,96.875,0.781,16.406,45.312,70.312,100.0,2.344,28.906,50.781,76.562,96.094,3.906,21.094,48.438,73.438,96.875,4.688,15.625,49.219,70.312,98.438,0.781,28.906,50.781,74.219,100.0,6.25,12.5,31.25,67.969,94.531,0.781,18.75,50.0,74.219,99.219,1.562,30.469,52.344,75.0,100.0,4.688,23.438,41.406,70.312,98.438,1.562,30.469,50.781,75.0,100.0,6.25,23.438,53.906,78.125,99.219,0.781,14.844,42.188,63.281,98.438,4.688,23.438,40.625,70.312,98.438,1.562,35.156,52.344,76.562,100.0,0.781,18.75,50.0,72.656,99.219,1
Positive_82,0.317,0.413,0.269,0.449,0.293,0.257,0.452,0.251,0.296,0.117,0.781,0.102,0.335,0.35,0.314,0.404,0.326,0.269,0.293,0.41,0.296,0.306,0.15,0.222,0.261,0.27,0.129,0.201,0.282,0.162,0.18,0.03,0.15,0.273,0.219,0.189,0.306,0.204,0.168,0.204,0.186,0.276,2.994,21.257,45.21,74.551,98.503,1.198,26.647,52.994,75.749,99.701,0.299,21.557,47.605,73.353,100.0,1.796,23.353,49.401,73.653,100.0,0.599,22.455,44.311,76.946,99.701,0.299,26.048,51.497,73.353,97.305,0.299,19.162,44.611,69.461,99.401,1.796,33.832,54.491,76.647,100.0,1.198,24.551,50.898,76.347,99.701,0.599,16.467,41.916,73.054,99.102,0.299,25.15,51.198,74.85,100.0,2.695,27.545,41.617,63.473,99.401,0.299,27.844,52.695,73.952,100.0,2.994,23.054,49.701,72.455,97.904,0.599,22.455,44.311,76.946,99.701,2.994,23.653,47.305,73.653,98.503,1.198,26.647,52.994,76.048,99.701,0.299,21.557,47.605,73.353,100.0,0.599,22.455,44.311,76.946,99.701,2.994,24.251,51.198,73.653,97.904,0.299,25.15,48.204,72.754,100.0,1
Positive_83,0.325,0.417,0.258,0.428,0.337,0.234,0.446,0.274,0.28,0.109,0.752,0.139,0.33,0.307,0.363,0.372,0.37,0.258,0.337,0.38,0.283,0.244,0.177,0.214,0.313,0.199,0.13,0.212,0.246,0.165,0.16,0.036,0.212,0.213,0.242,0.221,0.264,0.202,0.19,0.239,0.203,0.227,0.225,26.494,50.733,75.874,100.0,0.338,22.548,50.395,73.844,99.887,0.113,24.577,47.576,74.972,99.775,0.564,24.464,48.703,74.634,100.0,0.338,24.69,47.802,74.408,99.775,0.113,24.915,52.424,75.648,99.662,0.113,24.464,50.507,75.648,100.0,0.564,25.366,49.605,74.972,99.436,0.225,24.69,49.38,73.844,99.662,0.451,25.028,46.336,76.325,99.775,0.113,24.352,50.733,74.07,100.0,0.338,26.043,49.042,77.114,99.211,0.113,23.901,49.831,75.197,99.887,0.225,25.254,51.184,74.521,100.0,0.338,24.69,48.027,74.408,99.775,0.225,26.043,51.184,74.859,100.0,0.338,23.112,50.056,73.844,99.887,0.113,24.577,47.576,74.972,99.775,0.338,24.69,47.802,74.408,99.775,0.225,25.479,51.973,74.972,100.0,0.113,23.45,48.14,73.957,99.887,1
Positive_84,0.312,0.457,0.232,0.463,0.299,0.238,0.428,0.28,0.293,0.087,0.794,0.119,0.36,0.325,0.315,0.376,0.392,0.232,0.299,0.376,0.325,0.268,0.165,0.213,0.306,0.258,0.132,0.203,0.255,0.177,0.132,0.029,0.19,0.245,0.258,0.2,0.294,0.203,0.174,0.219,0.219,0.271,1.286,21.865,46.945,73.955,99.678,0.643,26.688,49.196,73.633,100.0,0.322,25.08,50.161,75.563,99.357,0.643,29.26,54.341,75.563,100.0,0.965,24.759,46.302,74.92,99.357,0.322,18.65,44.051,68.167,99.678,0.322,22.83,47.588,77.814,100.0,1.286,26.688,54.019,74.598,97.749,0.965,22.508,43.408,69.132,99.678,3.215,18.328,48.553,76.527,99.357,0.322,24.116,50.161,73.955,100.0,8.682,24.759,46.302,68.81,97.428,0.322,25.723,51.768,73.633,100.0,1.286,21.865,46.945,72.99,99.678,0.965,24.759,47.588,77.17,99.357,1.286,22.508,46.945,72.99,99.678,0.643,26.688,49.196,74.598,100.0,0.322,25.08,50.161,75.563,99.357,0.965,24.759,46.302,74.92,99.357,1.286,22.508,49.839,73.312,99.678,0.322,26.688,51.768,73.633,100.0,1
Positive_85,0.29,0.461,0.249,0.416,0.357,0.227,0.456,0.288,0.256,0.133,0.749,0.117,0.323,0.301,0.376,0.358,0.393,0.249,0.357,0.347,0.296,0.277,0.138,0.23,0.305,0.19,0.155,0.253,0.212,0.156,0.193,0.038,0.17,0.188,0.258,0.216,0.277,0.165,0.202,0.233,0.227,0.205,0.138,24.05,48.791,76.227,100.0,0.484,24.395,50.726,74.499,99.931,0.069,26.538,50.173,72.979,99.724,0.138,25.57,51.209,77.471,99.585,0.276,26.192,49.896,74.568,100.0,0.069,22.115,48.03,69.869,99.654,0.069,23.29,48.445,74.568,99.931,0.484,28.611,52.937,75.466,99.516,0.138,24.534,47.961,75.19,100.0,0.276,26.814,47.132,73.255,99.724,0.069,24.464,50.173,74.914,99.793,0.829,25.225,53.628,75.812,100.0,0.069,26.469,52.453,75.674,99.516,0.138,23.428,45.681,73.324,99.654,0.276,25.708,50.104,75.397,100.0,0.138,24.188,47.961,75.121,100.0,0.484,24.395,51.693,75.397,99.931,0.069,26.538,50.173,72.979,99.724,0.276,26.192,49.896,74.568,100.0,0.138,23.497,49.136,74.015,99.654,0.069,26.123,51.209,75.674,99.516,1
Positive_86,0.423,0.408,0.169,0.563,0.25,0.187,0.451,0.246,0.303,0.092,0.796,0.113,0.324,0.405,0.271,0.482,0.349,0.169,0.25,0.437,0.313,0.353,0.131,0.148,0.297,0.194,0.127,0.23,0.24,0.166,0.152,0.018,0.201,0.258,0.205,0.233,0.332,0.152,0.127,0.251,0.173,0.276,0.704,23.592,48.239,76.408,100.0,1.056,24.296,50.0,71.831,99.296,0.352,31.338,49.648,76.761,98.944,1.056,27.465,55.282,77.113,100.0,2.465,22.183,48.592,74.648,99.648,0.352,19.366,41.549,66.197,96.831,0.352,31.338,53.169,76.761,98.944,2.113,22.535,45.07,71.831,99.296,0.704,18.31,47.887,71.479,100.0,8.451,26.056,51.761,76.761,98.944,0.352,25.0,50.352,73.592,100.0,5.634,17.958,42.958,62.324,99.648,0.352,24.648,49.648,72.887,99.296,0.704,25.0,49.296,74.296,100.0,2.465,22.887,48.944,75.0,99.648,0.704,23.592,49.296,74.296,100.0,1.056,23.239,48.592,70.423,98.592,0.352,31.338,49.648,76.761,98.944,2.465,22.183,48.592,74.648,99.648,0.704,27.113,50.352,76.408,100.0,0.352,24.648,47.535,72.887,99.296,1
Positive_87,0.433,0.364,0.203,0.529,0.251,0.22,0.45,0.292,0.258,0.103,0.78,0.117,0.323,0.402,0.275,0.481,0.316,0.203,0.251,0.436,0.313,0.314,0.186,0.141,0.255,0.203,0.138,0.255,0.207,0.2,0.179,0.021,0.193,0.252,0.186,0.221,0.29,0.21,0.117,0.224,0.169,0.255,1.031,22.337,46.392,69.416,100.0,0.687,26.46,51.546,75.601,99.656,0.344,20.962,51.89,74.57,98.969,1.718,25.43,47.423,74.57,100.0,0.687,20.962,45.017,72.165,98.969,0.344,29.553,52.921,75.945,98.282,0.344,25.086,49.828,79.381,100.0,2.062,27.491,53.265,73.883,98.625,1.031,21.649,42.268,67.354,99.313,2.749,20.962,54.983,77.663,98.969,0.344,25.43,49.485,75.258,100.0,4.467,19.244,39.863,65.292,93.471,0.344,26.804,51.89,75.258,99.656,1.031,23.024,48.797,74.914,100.0,0.687,22.68,50.515,72.165,98.969,1.031,22.337,46.392,69.416,100.0,0.687,26.804,56.014,77.32,99.656,0.344,20.962,51.89,74.57,98.969,0.687,20.962,45.017,72.165,98.969,1.031,23.024,48.797,74.227,100.0,0.344,26.804,51.89,75.601,99.656,1
Positive_88,0.305,0.413,0.281,0.373,0.367,0.261,0.42,0.257,0.324,0.13,0.752,0.118,0.32,0.295,0.385,0.377,0.342,0.281,0.367,0.356,0.277,0.235,0.165,0.2,0.261,0.2,0.186,0.192,0.22,0.188,0.194,0.027,0.178,0.173,0.245,0.21,0.224,0.2,0.165,0.247,0.2,0.198,1.222,25.662,56.619,78.411,97.963,1.018,24.033,41.752,64.969,100.0,0.204,25.255,59.47,82.485,99.389,1.018,20.978,48.473,73.116,99.389,0.407,26.68,48.88,73.727,100.0,0.204,28.717,52.749,79.633,99.593,0.204,18.126,41.344,70.876,100.0,1.018,34.216,54.786,75.764,99.389,1.222,26.884,55.193,77.597,99.593,0.407,16.904,42.974,71.894,98.778,0.204,25.458,51.12,75.764,100.0,7.128,26.273,49.287,69.857,94.297,0.204,26.477,49.084,73.523,99.389,1.222,20.367,51.324,76.986,99.593,0.407,26.069,48.676,73.727,100.0,1.222,21.792,52.953,77.189,99.593,1.018,26.273,41.548,65.988,100.0,0.204,25.255,59.47,82.485,99.389,0.407,26.68,48.88,73.727,100.0,1.222,21.792,53.36,77.393,99.593,0.204,23.625,47.047,71.69,99.389,1
